Package,Version,License(s)
aws-java-sdk-for-amazon-cloudwatch-logs,"1.12.124, 1.12.261, 1.11.892",Apache License 2.0
aws-java-sdk-for-aws-marketplace-entitlement,"1.11.892, 1.12.124, 1.12.261",Apache License 2.0
uri-template,"0.10, 0.9","(Apache License 2.0 AND GNU Lesser General Public License v3.0 or later),Apache License 2.0"
allure-junit-4,2.13.2,Apache License 2.0
caller-path,2.0.0,MIT License
source-map-resolve,"0.5.3, 0.6.0",MIT License
@storybook-source-loader,"6.5.6, 6.5.10",MIT License
forwarded,0.2.0,MIT License
normalize-path,"2.1.1, 3.0.0",MIT License
postcss-modules-values,4.0.0,ISC License
@types-cytoscape,"3.19.10, 3.19.11",MIT License
readdirp,"2.2.1, 3.6.0",MIT License
netty-transport-native-kqueue,"4.1.70.Final, 4.1.77.Final, 4.1.91.Final",Apache License 2.0
@storybook-core-common,"6.5.6, 6.5.10",MIT License
inherits,"v2.0.4, 2.0.3",ISC License
aws-java-sdk-for-amazon-clouddirectory,"1.11.892, 1.12.261, 1.12.124",Apache License 2.0
checker-qual,"3.8.0, 3.5.0, 3.22.0, 2.0.0, 2.5.5, 2.5.2, 3.12.0",MIT License
@types-eslint,"7.28.0, 7.28.2",MIT License
lodash,4.17.21,MIT License
aws-java-sdk-for-aws-direct-connect,"1.12.124, 1.11.892, 1.12.261",Apache License 2.0
aws-java-sdk-for-aws-waf,"1.12.124, 1.12.261, 1.11.892",Apache License 2.0
@storybook-core-server,"6.5.6, 6.5.10",MIT License
aws-java-sdk-for-aws-migration-hub-config,"1.12.124, 1.12.261, 1.11.892",Apache License 2.0
scala-java8-compat,"1.0.2, 0.8.0, 0.7.0, 0.9.1","Apache License 2.0,BSD 3-clause ""New"" or ""Revised"" License"
generic,0.13.0,Apache License 2.0
scala-parser-combinators,"1.1.0, 1.0.6, 1.1.2, 1.0.4","BSD 3-clause ""New"" or ""Revised"" License,Apache License 2.0"
bouncy-castle-pkix-cms-eac-tsp-pkcs-ocsp-cmp-and-crmf-apis,"1.69, 1.60, 1.72",MIT License
concat-stream,1.6.2,MIT License
json-schema-validator,"2.2.10, 4.0.0, 2.2.14","(Apache License 2.0 AND GNU Lesser General Public License v3.0 or later),Apache License 2.0"
aviabird-angularspree,v0.1.0,MIT License
jwt-core-impl,0.5.1,Apache License 2.0
callsites,"2.0.0, 3.1.0",MIT License
javax-inject-javax-inject,1,Apache License 2.0
aws-java-sdk-for-route53-recovery-cluster,"1.12.261, 1.12.124",Apache License 2.0
is-descriptor,"0.1.6, 1.0.2",MIT License
es6-promise,v4.2.8,MIT License
@webassemblyjs-helper-wasm-section,1.11.1,MIT License
aws-java-sdk-for-amazon-healthlake,"1.12.124, 1.12.261",Apache License 2.0
caching-transform,4.0.0,MIT License
domhandler,"4.2.0, 4.2.2","BSD 2-clause ""Simplified"" License"
is-what,3.14.1,MIT License
aws-java-sdk-for-amazon-data-lifecycle-manager,"1.11.892, 1.12.124, 1.12.261",Apache License 2.0
@emotion-memoize,0.7.4,MIT License
@jest-types,"28.1.3, 27.5.1, 26.6.2, 25.5.0",MIT License
calvinmetcalf-lie,v3.3.0,MIT License
kerby-kerb-server,1.0.1,Apache License 2.0
aws-java-sdk-for-aws-gamelift,"1.12.261, 1.12.124, 1.11.892",Apache License 2.0
@types-html-minifier-terser,"5.1.2, 6.0.0",MIT License
array-prototype-flatmap,1.2.5,MIT License
cats-macros,2.1.0,MIT License
config-com-typesafe-config,"1.4.0, 1.2.0, 1.3.2, 1.4.2",Apache License 2.0
jakarta-oro,2.0.8,Apache License 1.1
d3-sankey,0.12.3,"BSD 3-clause ""New"" or ""Revised"" License"
safer-buffer,2.1.2,MIT License
@jimp-plugin-gaussian,0.10.3,MIT License
@babel-helper-skip-transparent-expression-wrappers,"7.20.0, 7.14.5, 7.15.4, 7.16.0",MIT License
iconv-lite,"v0.4.24, 0.6.3",MIT License
@babel-plugin-transform-member-expression-literals,"7.16.0, 7.18.6, 7.14.5",MIT License
aws-java-sdk-for-codeartifact,"1.11.892, 1.12.124, 1.12.261",Apache License 2.0
aws-java-sdk-for-aws-mediatailor,"1.11.892, 1.12.124, 1.12.261",Apache License 2.0
apache-poi-ooxml-schemas,"3.17, 4.1.2",Apache License 2.0
kafka-connect-rest-api-client,1.0.3,MIT License
sindresorhus-normalize-url,6.1.0,MIT License
json-schema-traverse,"1.0.0, 0.4.1",MIT License
uuid,3.2,MIT License
aws-java-sdk-for-synthetics,"1.12.124, 1.11.892, 1.12.261",Apache License 2.0
kafka-schema-registry-client,"7.4.0, 6.1.0, 6.0.0",Apache License 2.0
aws-java-sdk-for-aws-iot-analytics,"1.12.261, 1.11.892, 1.12.124",Apache License 2.0
aws-java-sdk-for-migration-hub-strategy-recommendations,"1.12.261, 1.12.124",Apache License 2.0
@storybook-core-events,"6.5.10, 5.3.21, 6.5.6",MIT License
figures,3.2.0,MIT License
node-mkdirp,"1.0.4, 0.5.5",MIT License
aws-java-sdk-for-aws-elemental-mediastore,"1.12.261, 1.11.892, 1.12.124",Apache License 2.0
postcss-double-position-gradients,1.0.0,Creative Commons Zero v1.0 Universal
aws-java-sdk-for-aws-codestar,"1.12.261, 1.12.124, 1.11.892",Apache License 2.0
jsonc-parser,3.0.0,MIT License
google-guice,"4.0, 4.2.2",Apache License 2.0
caniuse-api,3.0.0,MIT License
akka-serialization-jackson,2.6.14,Apache License 2.0
aws-java-sdk-for-amazon-neptune,"1.11.892, 1.12.124, 1.12.261",Apache License 2.0
generics-resolver,3.0.0,MIT License
scalap,2.12.12,Apache License 2.0
arrify,"2.0.1, 1.0.1",MIT License
browser-assert,1.2.1,MIT License
aws-java-sdk-for-aws-storage-gateway,"1.12.124, 1.12.261, 1.11.892",Apache License 2.0
node-forge,1.3.1,"(BSD 3-clause ""New"" or ""Revised"" License OR GNU General Public License v2.0 or later)"
@angular-eslint-eslint-plugin-template,14.4.0,MIT License
material-design-for-angular,12.1.4,MIT License
@babel-plugin-transform-modules-umd,"7.14.5, 7.16.0, 7.18.6",MIT License
@angular-forms,"12.1.5, 14.3.0, 12.2.4",MIT License
parseurl,1.3.3,MIT License
protractor,7.0.0,MIT License
@types-d3-axis,1.0.16,MIT License
aws-java-sdk-for-amazon-connect-customer-profiles,"1.12.124, 1.12.261",Apache License 2.0
godebug,v1.1.0,Apache License 2.0
nodejs-string_decoder,"1.1.1, 1.3.0",MIT License
damerau-levenshtein,1.0.7,"BSD 2-clause ""Simplified"" License"
postcss-discard-comments,5.0.1,MIT License
neo-async,2.6.2,MIT License
media-typer,0.3.0,MIT License
javamail-api-(no-providers),1.6.2,(GNU General Public License v2.0 w/Classpath exception OR Common Development and Distribution License 1.1)
aws-java-sdk-for-amazon-translate,"1.11.892, 1.12.261, 1.12.124",Apache License 2.0
jshttp-mime-types,"2.1.32, 2.1.35",MIT License
aws-java-sdk-for-aws-import-export,"1.12.124, 1.11.892, 1.12.261",Apache License 2.0
okhttp-logging-interceptor,"4.9.3, 4.10.0, 4.9.1",Apache License 2.0
jackson-databind,"2.13.4.1, 2.12.3, 2.13.3, 2.13.4.2, 2.10.2, 2.9.6, 2.10.1, 2.14.2",Apache License 2.0
infer-owner,1.0.4,ISC License
@types-eslint-scope,"3.7.1, 3.7.4",MIT License
ajv-formats,"2.1.0, 2.1.1, 2.0.2",MIT License
aws-java-sdk-for-amazon-rds,"1.11.892, 1.12.261, 1.12.124",Apache License 2.0
apache-commons-io,"2.11.0, 1.3.2",Apache License 2.0
babel-plugin-polyfill-corejs2,"0.2.3, 0.2.2, 0.3.3",MIT License
@storybook-preview-web,"6.5.10, 6.5.6",MIT License
hikaricp,"2.4.12, 3.2.0",Apache License 2.0
ujson-x,1.36,"BSD 3-clause ""New"" or ""Revised"" License"
gfootball,2.10,Apache License 2.0
aws-java-sdk-for-aws-route53-recovery-readiness,"1.12.261, 1.12.124",Apache License 2.0
browserify-resolve,"1.1.7, v1.20.0, 1.22.1",MIT License
jetty-java-based-http-1-x-http-2-servlet-websocket-server,"7.6.0.v20120127, 9.4.43.v20210629, 6.1.26, 9.4.48.v20220622","(Apache License 2.0 OR Eclipse Public License 1.0),(Apache License 2.0 AND Eclipse Public License 1.0)"
@jridgewell-gen-mapping,"0.1.1, 0.3.2",MIT License
gradle-scalastyle-plugin_2-11,1.0.1,"Apache License 2.0,Unknown License"
proxy-addr,2.0.7,MIT License
aws-java-sdk-for-amazon-prometheus,"1.12.124, 1.12.261",Apache License 2.0
kotlin-stdlib-common,"1.6.20, 1.8.10, 1.4.10",Apache License 2.0
@types-retry,0.12.0,MIT License
gradle-avro-plugin,"0.16.0, 0.1.2, 0.18.0",Apache License 2.0
aws-java-sdk-for-amazon-lightsail,"1.11.892, 1.12.261, 1.12.124",Apache License 2.0
microsoft-jdbc-driver-for-sql-server,6.2.1.jre7,MIT License
@babel-helper-get-function-arity,"7.14.5, 7.16.0, 7.15.4",MIT License
io-grpc-grpc-netty,"1.48.1, 1.45.1, 1.13.1",Apache License 2.0
pacote,"11.3.4, 11.3.5",ISC License
@miaguila-ui,0.0.12,ISC License
@babel-helper-define-polyfill-provider,"0.2.3, 0.1.5, 0.2.4, 0.3.3",MIT License
ngx-translate-core,v11.0.1,MIT License
dasnoo-toaster,1.0.0,ISC License
@babel-plugin-transform-new-target,"7.16.0, 7.18.6, 7.14.5",MIT License
is-fullwidth-code-point,"3.0.0, 2.0.0, 1.0.0",MIT License
postcss-colormin,5.2.0,MIT License
npm-pick-manifest,6.1.1,ISC License
http-errors,"1.7.3, 2.0.0, 1.6.3, 1.7.2",MIT License
aws-java-sdk-for-amazon-athena,"1.12.261, 1.12.124, 1.11.892",Apache License 2.0
@babel-plugin-proposal-logical-assignment-operators,"7.16.0, 7.14.5, 7.20.7",MIT License
niemeyer-pretty,20200227-snapshot-a10e7cae,MIT License
aws-java-sdk-for-amazon-elastic-container-registry-public,"1.12.261, 1.12.124",Apache License 2.0
java-libraries-for-amazon-simple-workflow,1.11.22,Apache License 2.0
@webassemblyjs-ast,1.11.1,MIT License
ci-info,"3.2.0, 2.0.0",MIT License
aws-java-sdk-for-aws-mobile,"1.11.892, 1.12.261, 1.12.124",Apache License 2.0
are-we-there-yet,"2.0.0, 3.0.1, 1.1.7, 1.1.5",ISC License
apache-parquet-column,1.12.3,Apache License 2.0
golang-org-x-lint,20200301-snapshot-738671d3,"BSD 3-clause ""New"" or ""Revised"" License"
kafka-connect-common,"0.9.6.1, 0.6.9, 0.8.0",Apache License 2.0
ntc-rosetta,0.1.0,Apache License 2.0
@jest-expect,28.1.3,MIT License
aws-java-sdk-for-aws-opsworks,"1.12.261, 1.11.892, 1.12.124",Apache License 2.0
gogo-protobuf,v1.3.2,"BSD 3-clause ""New"" or ""Revised"" License"
aws-java-sdk-for-amazon-comprehend,"1.11.892, 1.12.124, 1.12.261",Apache License 2.0
findbugs-jsr305,3.0.2,Apache License 2.0
@types-d3-polygon,1.0.8,MIT License
node-chardet,v0.7.0,MIT License
@esbuild-darwin-arm64,0.17.8,MIT License
slf4j-nop,1.7.25,MIT License
@babel-plugin-proposal-nullish-coalescing-operator,"7.18.6, 7.14.5, 7.16.0",MIT License
aws-java-sdk-for-aws-marketplace-metering-service,"1.12.124, 1.12.261, 1.11.892",Apache License 2.0
@webassemblyjs-wasm-gen,1.11.1,MIT License
mathiasbynens-regenerate,1.4.2,MIT License
cli-truncate,"2.1.0, 0.2.1",MIT License
parse-json,"4.0.0, v5.2.0",MIT License
hadoop-yarn-server-nodemanager,2.7.3,Apache License 2.0
select-hose,2.0.0,MIT License
@types-unist,2.0.6,MIT License
import-fresh,"3.3.0, 2.0.0",MIT License
@npmcli-installed-package-contents,1.0.7,ISC License
@babel-plugin-syntax-typescript,"7.18.6, 7.16.0",MIT License
java-servlet-api,"2.5, 2.1, 3.1.0","Common Development and Distribution License 1.1,Common Development and Distribution License 1.0,(Common Development and Distribution License 1.1 OR Sun GPL With Classpath Exception v2.0)"
apache-httpmime,4.5.1,Apache License 2.0
sindresorhus-globby,"11.0.4, 6.1.0",MIT License
statuses,1.5.0,MIT License
create-react-app,2.0.5,MIT License
@babel-plugin-proposal-class-properties,"7.18.6, 7.16.0, 7.14.5, 7.3.0",MIT License
aws-java-sdk-for-amazon-lex-model-building,"1.12.124, 1.11.892, 1.12.261",Apache License 2.0
@babel-plugin-transform-unicode-escapes,"7.16.0, 7.18.10, 7.14.5",MIT License
portfinder,1.0.28,MIT License
ssl-config-core,"0.4.2, 0.2.1, 0.2.3, 0.4.3",Apache License 2.0
aws-java-sdk-for-managed-streaming-for-kafka,"1.12.124, 1.11.892, 1.12.261",Apache License 2.0
ngx-text-diff,0.6.0,MIT License
prometheus-java-simpleclient-httpserver,"0.11.0, 0.15.0",Apache License 2.0
@types-jest,"28.1.6, 25.2.3",MIT License
aws-java-sdk-for-amazon-route-53-auto-naming,"1.12.261, 1.11.892, 1.12.124",Apache License 2.0
aws-java-sdk-for-aws-directory-service,"1.12.261, 1.12.124, 1.11.892",Apache License 2.0
@babel-plugin-transform-modules-commonjs,"7.15.4, 7.21.2, 7.16.0, 7.15.0",MIT License
aws-lambda-java-core-library,1.2.1,Apache License 2.0
aws-java-sdk-for-amazon-kinesis-analytics,"1.11.892, 1.12.124, 1.12.261",Apache License 2.0
shebang-command,"1.2.0, 2.0.0",MIT License
is-primitive,3.0.1,MIT License
kafka-connect-pulsar,1.2.0,Apache License 2.0
aws-java-sdk-for-aws-elemental-mediapackage-vod,"1.12.261, 1.11.892, 1.12.124",Apache License 2.0
play-json,"2.4.0-M1, 2.9.2, 2.8.1, 2.9.3",Apache License 2.0
scala-compiler,"2.10.6, 2.12.12, 2.12.6","BSD 3-clause ""New"" or ""Revised"" License,Apache License 2.0"
err-code,2.0.3,MIT License
aws-java-sdk-for-aws-network-manager,"1.11.892, 1.12.124, 1.12.261",Apache License 2.0
@babel-helper-split-export-declaration,"7.14.5, 7.16.0, 7.15.4, 7.18.6",MIT License
side-channel,1.0.4,MIT License
apache-hadoop-annotations,3.3.4,Apache License 2.0
aws-java-sdk-for-amazon-pinpoint-sms-and-voice,"1.12.124, 1.12.261, 1.11.892",Apache License 2.0
openrepose,"8.5.0.0, repose-7.3.0.0",Apache License 2.0
pyvmomi-community-samples,20170724-snapshot-9e8fd25b,Apache License 2.0
paranamer-core,"2.8, 2.7","BSD 3-clause ""New"" or ""Revised"" License"
boolbase,1.0.0,ISC License
resolve-from,"4.0.0, 3.0.0",MIT License
@types-http-proxy,1.17.10,MIT License
istanbul-lib-instrument,4.0.3,"BSD 3-clause ""New"" or ""Revised"" License"
lesscss,4.1.1,Apache License 2.0
swagger-parser-v3,2.1.12,Apache License 2.0
ngx-slimscroll,9.3.0,MIT License
dominikh-go-tools,v0.0.1-2020.1.4,MIT License
aws-java-sdk-for-amazon-recycle-bin,"1.12.261, 1.12.124",Apache License 2.0
fragment-cache,0.2.1,MIT License
einaros-ws,"8.5.0, 8.11.0, 6.2.2",MIT License
jakarta-ws-rs-api,2.1.6,"(GNU General Public License v2.0 w/Classpath exception OR Eclipse Public License 2.0),Eclipse Public License 2.0"
async-each,1.0.3,MIT License
postcss-normalize-charset,5.0.1,MIT License
symbol-observable,4.0.0,MIT License
jose4j,"0.7.9, 0.9.3, jose4j-0.7.8, 0.9.2",Apache License 2.0
cilium-ebpf,v0.5.0,MIT License
aws-java-sdk-for-amplifybackend,"1.12.124, 1.12.261",Apache License 2.0
node-glob,7.1.7,ISC License
caniuse-lite,"1.0.30001255, 1.0.30001480, 1.0.30001249, 1.0.30001279",Creative Commons Attribution 4.0
okhttp,"4.9.1, 4.9.3, 4.10.0, 3.7.0",Apache License 2.0
vxfld,"2.1, 2.0",GNU General Public License v2.0 or later
aws-java-sdk-for-amazon-managed-grafana,"1.12.124, 1.12.261",Apache License 2.0
opn,v5.5.0,MIT License
mimic-fn,"2.1.0, 3.1.0",MIT License
agent-base,"6.0.2, 4.3.0",MIT License
@testing-library-angular,10.7.0,MIT License
d3-collection,1.0.7,"BSD 3-clause ""New"" or ""Revised"" License"
junit-composite-runner,0.1.0,MIT License
jwt-go,v3.2.0,MIT License
aws-java-sdk-for-aws-signer,"1.12.261, 1.11.892, 1.12.124",Apache License 2.0
jszip,3.9.1,(MIT License OR GNU General Public License v3.0 only)
@angular-compiler,"12.1.5, 12.2.4, 14.3.0, 9.0.0",MIT License
has-value,"1.0.0, 0.3.1",MIT License
tyrus-standalone-client,1.9,"Common Development and Distribution License 1.1,(Common Development and Distribution License 1.1 OR Sun GPL With Classpath Exception v2.0)"
socks,2.6.1,MIT License
@types-testing-library__jest-dom,5.14.5,MIT License
@types-prop-types,15.7.4,MIT License
cjs-module-lexer,1.2.2,MIT License
@types-minimatch,3.0.5,MIT License
pandas-python,"v0.8.0b1, v0.23.0rc1","BSD 3-clause ""New"" or ""Revised"" License"
glob-to-regexp,0.4.1,"BSD 2-clause ""Simplified"" License"
kafka-streams-avro-serde,"6.0.0, 7.4.0",Apache License 2.0
aws-java-sdk-for-amazon-personalize-events,"1.12.124, 1.11.892, 1.12.261",Apache License 2.0
is-arrayish,0.2.1,MIT License
regjsgen,0.5.2,MIT License
fsnotify-fsnotify,v1.4.7,"BSD 3-clause ""New"" or ""Revised"" License"
postcss-color-rebeccapurple,4.0.1,MIT License
json-3,3.3.3,MIT License
hosted-git-info,"v2.8.9, v4.0.2",ISC License
is-windows,1.0.2,MIT License
docker-java-shaded,"3.0.14, 3.1.0-rc-5",Apache License 2.0
acorn-jsx,5.3.2,MIT License
@babel-plugin-syntax-export-namespace-from,7.8.3,MIT License
apache-hive,1.2.2,Apache License 2.0
postcss-values-parser,2.0.1,MIT License
is-resolvable,1.1.0,ISC License
allwefantasy-streamingpro,v1.1.3,Apache License 2.0
jackson-jaxrs-base,"2.12.7, 2.12.1",Apache License 2.0
@types-d3-fetch,1.2.2,MIT License
aws-java-sdk-for-amazon-transcribe,"1.11.892, 1.12.124, 1.12.261",Apache License 2.0
babel-plugin-add-module-exports,1.0.2,MIT License
asynckit,0.4.0,MIT License
mdn-data,2.0.14,Creative Commons Zero v1.0 Universal
pmezard-go-difflib,1.0.0,"BSD 3-clause ""New"" or ""Revised"" License"
jul-to-slf4j-bridge,2.0.0,MIT License
@babel-plugin-syntax-numeric-separator,7.10.4,MIT License
read-package-json-fast,2.0.3,ISC License
woodstox,"5.3.0, 5.4.0",Apache License 2.0
escape-html,1.0.3,MIT License
curvesapi,"1.06, 1.04","BSD 3-clause ""New"" or ""Revised"" License"
@esbuild-linux-loong64,"0.15.5, 0.14.53, 0.17.8",MIT License
aws-java-sdk-for-amazon-elasticsearch-service,"1.11.892, 1.12.261, 1.12.124",Apache License 2.0
shebang-regex,"1.0.0, 3.0.0",MIT License
@typescript-eslint-parser,5.59.0,"BSD 2-clause ""Simplified"" License"
postcss-modules-local-by-default,4.0.0,MIT License
datastax-java-driver-for-apache-cassandra-core,3.5.1,Apache License 2.0
colord,"2.6.0, 2.7.0",MIT License
copy-webpack-plugin,"8.1.1, 11.0.0, 9.0.0",MIT License
@babel-plugin-syntax-class-static-block,7.14.5,MIT License
critters,"0.0.10, 0.0.16",Apache License 2.0
@typescript-eslint-utils,"5.43.0, 5.59.0",MIT License
fs-minipass,v2.1.0,ISC License
@types-parse-json,4.0.0,MIT License
codelyzer,6.0.2,MIT License
@babel-plugin-transform-object-super,"7.14.5, 7.16.0, 7.18.6",MIT License
debian,0.9.5,GNU General Public License v3.0 or later
array-flatten,"1.1.1, 2.1.2",MIT License
make-dir,"3.1.0, 2.1.0",MIT License
@babel-plugin-transform-shorthand-properties,"7.18.6, 7.16.0, 7.14.5",MIT License
@jimp-plugin-contain,0.10.3,MIT License
clean-css,"4.2.4, 5.2.2",MIT License
fast-json-stable-stringify,2.1.0,MIT License
fastparse,1.1.2,MIT License
@types-babel__traverse,7.14.2,MIT License
akka-stream-alpakka-csv,3.0.4,Apache License 2.0
@gsp-dip-data-imp-exp,1.0.0,MIT License
json-java,"20230227, 20180130, 20090211","Public Domain,JSON License"
bean-validation-api,"2.0.2, 3.0.0",Apache License 2.0
aws-java-sdk-for-amazon-worklink,"1.12.124, 1.12.261, 1.11.892",Apache License 2.0
ansi-escapes,"v3.2.0, 4.3.2",MIT License
@types-serve-index,1.9.1,MIT License
array-prototype-map,1.0.4,MIT License
d3-voronoi,v1.1.4,"(MIT License AND BSD 3-clause ""New"" or ""Revised"" License)"
re2j,"1.1, 1.6","BSD 3-clause ""New"" or ""Revised"" License"
cachedir,2.3.0,MIT License
npm-bundled,1.1.2,ISC License
eventsource-node,1.1.1,MIT License
xmlbeans,3.1.0,Apache License 2.0
num2fraction,1.2.2,MIT License
asn1-js,v5.4.1,MIT License
aws-java-sdk-for-aws-migration-hub-refactor-spaces,"1.12.261, 1.12.124",Apache License 2.0
akka-management,"1.1.3, 1.1.1",Apache License 2.0
@storybook-client-logger,"5.3.21, 6.5.10, 6.5.6",MIT License
@babel-helper-create-class-features-plugin,"7.15.4, 7.15.0, 7.18.9, 7.16.0, 7.21.4",MIT License
parse-node-version,1.0.1,MIT License
floatdrop-pinkie,2.0.4,MIT License
aws-java-sdk-for-aws-opsworks-for-chef-automate,"1.11.892, 1.12.261, 1.12.124",Apache License 2.0
swagger-core-jakarta,2.1.11,Apache License 2.0
allure-java-commons,2.13.2,Apache License 2.0
aws-java-sdk-for-amazon-connect-participant,"1.12.124, 1.12.261, 1.11.892",Apache License 2.0
@types-webpack-sources,"0.1.9, 3.2.0",MIT License
@babel-helper-hoist-variables,"7.14.5, 7.16.0, 7.18.6, 7.15.4",MIT License
base64-arraybuffer,0.1.4,MIT License
golang-protobuf,"v1.26.0, v1.5.2, v1.28.0","BSD 3-clause ""New"" or ""Revised"" License"
io-grpc-grpc-stub,"1.13.1, 1.48.1, 1.51.0, 1.45.1",Apache License 2.0
aws-java-sdk-for-aws-resilience-hub,"1.12.261, 1.12.124",Apache License 2.0
@jest-schemas,28.1.3,MIT License
assign-symbols,1.0.0,MIT License
jasmine-jasmine,"2.8.0, 3.9.0, 3.6.0",MIT License
cosmiconfig,"7.0.0, 5.2.1, 6.0.0, 7.0.1",MIT License
aws-java-sdk-for-aws-single-sign-on,"1.11.892, 1.12.124, 1.12.261",Apache License 2.0
hamcrest,"1.3, 2.1","BSD 3-clause ""New"" or ""Revised"" License"
google-android-annotations-library,4.1.1.4,Apache License 2.0
@jest-fake-timers,28.1.3,MIT License
xmltooling-java,1.4.4,Apache License 2.0
d3-hierarchy,1.1.9,"BSD 3-clause ""New"" or ""Revised"" License"
terser,"5.7.1, 5.7.0","BSD 2-clause ""Simplified"" License"
remove-trailing-separator,1.1.0,ISC License
apache-extras-companion-for-log4j-1-2-,1.2.17,Apache License 2.0
aws-java-sdk-for-amazon-chime-sdk-messaging,"1.12.261, 1.12.124",Apache License 2.0
blob-util,2.0.2,Apache License 2.0
combine-source-map,0.8.0,MIT License
to-fast-properties,2.0.0,MIT License
aws-java-sdk-for-aws-codepipeline,"1.12.261, 1.11.892, 1.12.124",Apache License 2.0
decamelize,1.2.0,MIT License
cv-generator-fe,0.19.0,MIT License
can-use-dom,0.1.0,MIT License
postcss-attribute-case-insensitive,4.0.2,MIT License
jackson-jaxrs-json-provider,"2.12.1, 2.12.7",Apache License 2.0
hashicorp-golang-lru,v0.5.3,Mozilla Public License 2.0
minimal-json,0.9.5,MIT License
glob-parent,5.1.2,ISC License
ts-node,7.0.1,MIT License
mime-db,"1.49.0, 1.52.0",MIT License
pentaho-aggdesigner-algorithm,5.1.5-jhyde,Apache License 2.0
aws-java-sdk-for-amazon-chime-sdk-meetings,"1.12.124, 1.12.261",Apache License 2.0
aws-java-sdk-for-aws-iot-jobs-data-plane,"1.12.124, 1.12.261, 1.11.892",Apache License 2.0
aws-java-sdk-for-amazon-redshift,"1.12.261, 1.11.892, 1.12.124",Apache License 2.0
aws-java-sdk-for-aws-marketplace-commerce-analytics,"1.12.261, 1.11.892, 1.12.124",Apache License 2.0
createecdh,4.0.4,MIT License
scalaz-core,"7.2.27, 7.2.28","BSD 3-clause ""New"" or ""Revised"" License"
@types-glob,"7.1.4, 7.2.0",MIT License
metrics-core-library,2.2.0,Apache License 2.0
has-values,"0.1.4, 1.0.0",MIT License
pkg-dir,"3.0.0, 4.2.0",MIT License
@babel-plugin-syntax-optional-chaining,7.8.3,MIT License
yaml-for-go,v2.4.0,Apache License 2.0
@babel-helper-remap-async-to-generator,"7.15.4, 7.18.9, 7.16.0, 7.14.5",MIT License
aws-java-sdk-for-amazon-sagemaker,"1.12.261, 1.12.124, 1.11.892",Apache License 2.0
k8s-io-utils,20191114-snapshot-6ca3b616,Apache License 2.0
core-js,"3.30.1, v3.15.1, v2.6.12, v3.12.0, 3.16.0, 3.17.2, 3.19.1",MIT License
uber-go-atomic,v1.6.0,MIT License
balanced-match,"2.0.0, 1.0.2",MIT License
aws-java-sdk-for-amazon-chime,"1.12.261, 1.11.892, 1.12.124",Apache License 2.0
@storybook-manager-webpack4,"6.5.10, 6.5.6",MIT License
@yarnpkg-lockfile,1.1.0,"BSD 2-clause ""Simplified"" License"
ansi-colors,"4.1.3, 4.1.1, 3.2.4",MIT License
postcss-modules-extract-imports,3.0.0,ISC License
akka-cluster-sharding,2.6.14,Apache License 2.0
@discoveryjs-json-ext,"0.5.3, 0.5.2, 0.5.7",MIT License
akka-persistence,2.6.14,Apache License 2.0
godoc-text,"v0.1.0, v0.2.0",MIT License
googleapis-go-genproto,20210810-snapshot-ddbe55d9,Apache License 2.0
@webassemblyjs-wast-printer,1.11.1,MIT License
asm,"3.1, 7.2, 6.2.1, 5.0.3, 6.0, 9.3","BSD 3-clause ""New"" or ""Revised"" License"
jsr311-api,1.1.1,Common Development and Distribution License 1.0
aws-java-sdk-for-amazonmwaa,"1.12.124, 1.12.261",Apache License 2.0
aws-java-sdk-for-amazon-chime-sdk-identity,"1.12.124, 1.12.261",Apache License 2.0
aws-java-sdk-for-amazon-cloudsearch,"1.12.261, 1.12.124, 1.11.892",Apache License 2.0
cespare-xxhash,v2.1.2,MIT License
aws-java-sdk-for-elastic-load-balancing,"1.12.124, 1.11.892, 1.12.261",Apache License 2.0
postcss-dir-pseudo-class,5.0.0,Creative Commons Zero v1.0 Universal
openconfig-ygot,v0.24.0,Apache License 2.0
aws-java-sdk-for-the-aws-simple-systems-management-(ssm)-service,"1.11.892, 1.12.261, 1.12.124",Apache License 2.0
jline-java-console-input-library,2.12.1,"BSD 3-clause ""New"" or ""Revised"" License"
punycode-js,"1.3.2, v2.1.1",MIT License
zookeeper-client-wrapper,2.2.0,Apache License 2.0
@types-ws,8.5.4,MIT License
aws-java-sdk-for-aws-snow-device-management,"1.12.124, 1.12.261",Apache License 2.0
scalatestfeaturespec,3.2.15,Apache License 2.0
babel-plugin-named-exports-order,0.0.2,MIT License
static-extend,0.1.2,MIT License
numbers,0.13.0,Apache License 2.0
aws-java-sdk-for-firewall-management,"1.12.124, 1.12.261, 1.11.892",Apache License 2.0
@storybook-core-client,"6.5.6, 6.5.10",MIT License
aws-java-sdk-for-amazon-api-gateway,"1.12.261, 1.12.124, 1.11.892",Apache License 2.0
@babel-plugin-bugfix-v8-spread-parameters-in-optional-chaining,"7.15.4, 7.16.0, 7.14.5, 7.20.7",MIT License
httpcomponents-core,"4.4.11, 5.1.3, 4.4.9, 4.4.13",Apache License 2.0
get-value,2.0.6,MIT License
aws-java-sdk-for-cloudwatch-rum,"1.12.261, 1.12.124",Apache License 2.0
golang-org-x-xerrors,20200804-snapshot-5ec99f83,"BSD 3-clause ""New"" or ""Revised"" License"
googlei18n-libphonenumber,"v8.11.1, 8.0.0",Apache License 2.0
@colors-colors,1.5.0,MIT License
