Package,Version,License(s)
@angular-compiler-cli,"12.2.4, 12.1.5, 12.2.13",MIT License
io.grpc:grpc-stub,1.13.1,Apache License 2.0
swagger-models,"1.5.20, 1.5.21",Apache License 2.0
AWS Java SDK for Amazon QLDB,1.11.892,Apache License 2.0
akka-management,1.1.1,Apache License 2.0
node-progress,2.0.1,MIT License
private,0.1.8,MIT License
SpotBugs Annotations,3.1.9,GNU Lesser General Public License v2.1 or later
node-browserify-des,1.0.2,MIT License
path-parse,"1.0.6, 1.0.7",MIT License
golang.org-x-xerrors,"20190516-snapshot-a985d340, 20191005-snapshot-1b5146ad, 20190719-snapshot-9bdfabe6, 20200804-snapshot-5ec99f83","BSD 3-clause ""New"" or ""Revised"" License"
is-lambda,1.0.1,MIT License
AspectJ Runtime,1.9.4,Eclipse Public License 1.0
OpenCensus,0.12.3,Apache License 2.0
@types-graceful-fs,4.1.5,MIT License
@emotion-sheet,0.9.4,MIT License
AWS Java SDK :: Profiles,2.17.30,Apache License 2.0
ee-first,1.1.1,MIT License
@octokit-request-error,2.1.0,MIT License
clean-stack,2.2.0,MIT License
akka-cluster-metrics,2.6.14,Apache License 2.0
kafka-connect-elastic5,1.2.0,Apache License 2.0
pyrsistent,0.18.0,MIT License
@webassemblyjs-ieee754,"1.9.0, 1.7.6, 1.11.0, 1.11.1",MIT License
eslint-plugin-flowtype,2.50.1,"BSD 3-clause ""New"" or ""Revised"" License"
@webassemblyjs-helper-wasm-bytecode,"1.9.0, 1.7.6, 1.11.1, 1.11.0",MIT License
npm-package-arg,v8.1.5,ISC License
postcss-discard-duplicates,"5.0.1, 4.0.2",MIT License
AWS Java SDK for Amazon Route 53 Auto Naming,1.11.892,Apache License 2.0
JavaBeans Activation Framework,"1.1.1, 1.1","(Sun GPL With Classpath Exception v2.0 OR Common Development and Distribution License 1.0),Common Development and Distribution License 1.0"
object.pick,1.3.0,MIT License
@types-prop-types,15.7.4,MIT License
clsx,1.1.1,MIT License
iferr,0.1.5,MIT License
AWS Java SDK for AWS Shield,1.11.892,Apache License 2.0
@babel-helper-replace-supers,"7.1.0, 7.15.4, 7.15.0, 7.16.0",MIT License
file-uri-to-path,1.0.0,MIT License
junit-composite-runner,0.1.0,MIT License
AWS Java SDK for Amazon Chime,1.11.892,Apache License 2.0
postcss-place,4.0.1,Creative Commons Zero v1.0 Universal
@types-d3-dispatch,1.0.9,MIT License
@babel-plugin-transform-parameters,"7.15.4, 7.1.0, 7.14.5, 7.16.3",MIT License
@nodelib-fs.stat,"1.1.2, 1.1.3, 2.0.5",MIT License
@cnakazawa-watch,1.0.4,Apache License 2.0
go-tomb-tomb,20150422-snapshot-dd632973,"BSD 3-clause ""New"" or ""Revised"" License"
combine-source-map,0.8.0,MIT License
AWS Java SDK for Amazon WorkDocs,1.11.892,Apache License 2.0
extsprintf,"1.3.0, 1.4.0",MIT License
AWS Java SDK for AWS CloudTrail,1.11.892,Apache License 2.0
@babel-helper-function-name,"7.14.5, 7.16.0, 7.15.4, 7.1.0",MIT License
dir-glob,"2.0.0, 3.0.1, 2.2.2",MIT License
humanize-ms,1.2.1,MIT License
calvinmetcalf-lie,v3.3.0,MIT License
detect-newline,"2.1.0, v3.1.0",MIT License
psutil,5.8.0,"BSD 3-clause ""New"" or ""Revised"" License"
engine.io,"3.5.0, 4.1.1",MIT License
Honlan-wechat_jump_tensorflow,20180114-snapshot-75ee565c,Apache License 2.0
Allure TestNG,2.13.2,Apache License 2.0
regenerator-transform,0.14.5,MIT License
json-schema-core,1.2.10,Apache License 2.0
AWS Java SDK for Amazon S3,"1.11.892, 1.12.57",Apache License 2.0
AWS Java SDK for Amazon CloudWatch Application Insights,1.11.892,Apache License 2.0
Apache Sling,0.1.0,Apache License 2.0
@jimp-custom,0.10.3,MIT License
sigs.k8s.io-yaml,v1.1.0,"(MIT License AND BSD 3-clause ""New"" or ""Revised"" License)"
es-abstract,"1.19.1, 1.12.0",MIT License
global-modules,1.0.0,MIT License
Javax Inject from the JSR-330 Expert Group,1,Apache License 2.0
grpcio,"1.19.0, 1.35.0",Apache License 2.0
get-stream,"3.0.0, v4.1.0",MIT License
postcss-normalize-positions,"4.0.1, 5.0.1",MIT License
postcss-normalize-unicode,"4.0.1, 5.0.1",MIT License
@types-cookie,0.4.1,MIT License
content-disposition,"0.5.2, 0.5.3",MIT License
Flask,2.0.2,MIT License
@ngrx-router-store,"12.4.0, 12.5.1",MIT License
sbt-interface,0.13.15,"BSD 3-clause ""New"" or ""Revised"" License"
@storybook-manager-webpack5,6.3.12,MIT License
AWS Java SDK for Amazon Machine Learning,1.11.892,Apache License 2.0
deep-extend,0.6.0,MIT License
AWS Java SDK for AWS Organizations,1.11.892,Apache License 2.0
io.grpc:grpc-protobuf-lite,"1.28.0, 1.13.1",Apache License 2.0
babel-template,6.26.0,MIT License
minipass,"2.3.5, v3.1.3",ISC License
prometheus-client_model,"20190204-snapshot-fd36f422, 20180714-snapshot-5c3871d8, v0.2.0, 20190830-snapshot-14fe0d1b",Apache License 2.0
streamich-memfs,3.2.2,The Unlicense
requests,"2.9.1, v2.24.0",Apache License 2.0
eslint-config-react-app,3.0.5,MIT License
dom-serialize,2.2.1,MIT License
json-simple,1.1,Apache License 2.0
AWS Java SDK for Amazon CloudDirectory,1.11.892,Apache License 2.0
backports.ssl_match_hostname,3.7.0.1,Python Software Foundation License 2.3
dnspython,"1.15.0, 2.1.0",ISC License
UUID,3.2,MIT License
postcss-modules-values,"1.3.0, 4.0.0",ISC License
upath,1.2.0,MIT License
reflect-metadata,0.1.13,Apache License 2.0
@types-d3-format,1.4.2,MIT License
AWS Java SDK for Amazon CloudSearch,1.11.892,Apache License 2.0
python-future,0.18.2,MIT License
minipass-sized,1.0.3,ISC License
Prometheus Java Span Context Supplier - OpenTelemetry Agent,0.11.0,Apache License 2.0
spdy,4.0.2,MIT License
acorn-node,1.8.2,Apache License 2.0
buffer-crc32,0.2.13,MIT License
AWS Java SDK for Amazon Kinesis Analytics,1.11.892,Apache License 2.0
resolve-cwd,2.0.0,MIT License
@types-is-function,1.0.1,MIT License
common-tags,1.8.0,MIT License
node-mkdirp,"1.0.4, 0.5.1, 0.5.5",MIT License
AWS Java SDK for AWS Cost and Usage Report,1.11.892,Apache License 2.0
@types-d3-random,1.1.3,MIT License
big.js,"3.2.0, 5.2.2",MIT License
cli-boxes,2.2.1,MIT License
d3-geo,1.12.1,"BSD 3-clause ""New"" or ""Revised"" License"
dns-packet,"1.3.1, 1.3.4",MIT License
ParaNamer Core,"2.7, 2.8","BSD 3-clause ""New"" or ""Revised"" License"
vxfld,"2.1, 2.0",GNU General Public License v2.0 or later
Hamcrest,"1.3, 2.1","BSD 3-clause ""New"" or ""Revised"" License"
AWS SDK for Java - Core,"1.12.57, 1.11.892, 1.11.911",Apache License 2.0
akka-http-cors,0.3.0,Apache License 2.0
@babel-plugin-transform-modules-umd,"7.14.5, 7.16.0, 7.1.0",MIT License
ujson-x,1.36,"BSD 3-clause ""New"" or ""Revised"" License"
Qix--color-convert,"1.9.3, 2.0.1",MIT License
json4s-jackson,"3.6.2, 3.5.2",Apache License 2.0
kubernetes-api,"v0.17.3-beta.0, v0.17.2, v0.17.4-beta.0",Apache License 2.0
@babel-plugin-bugfix-safari-id-destructuring-collision-in-function-expression,7.16.2,MIT License
tapable,2.2.0,MIT License
terser,"5.7.0, 5.7.1","BSD 2-clause ""Simplified"" License"
buffer-from,"1.1.1, 1.1.2",MIT License
copy-webpack-plugin,"9.0.0, 8.1.1",MIT License
pkg-dir,"1.0.0, 2.0.0, 3.0.0, 4.2.0",MIT License
tsutils,2.29.0,MIT License
jnr-posix,3.0.44,"Eclipse Public License 1.0,(GNU Lesser General Public License v2.1 only OR Eclipse Public License 1.0),GNU Lesser General Public License v2.1 only,GNU Lesser General Public License v2.1 or later"
lodash.debounce,4.0.8,MIT License
postcss-load-config,2.0.0,MIT License
akka-parsing,"10.2.6, 10.1.7",Apache License 2.0
@ngrx-store,12.0.0,MIT License
@babel-plugin-proposal-decorators,7.16.0,MIT License
jsimonetti-rtnetlink,"20200317-snapshot-f846d4f6, 20190710-snapshot-9527aa82","MIT License,BSD 3-clause ""New"" or ""Revised"" License"
rgb-regex,1.0.1,MIT License
Jinja,3.0.3,"BSD 3-clause ""New"" or ""Revised"" License"
node-glob,"7.1.7, v7.1.3",ISC License
cypress-localstorage-commands,1.6.0,MIT License
parse-node-version,1.0.1,MIT License
find-up,"2.1.0, 1.1.2, 3.0.0, v4.1.0",MIT License
@types-zrender,4.0.1,MIT License
scalatest,"3.0.6, 3.0.5",Apache License 2.0
Protocol Buffer Java API,"3.5.1, 3.17.3","BSD 3-clause ""New"" or ""Revised"" License"
cipher-base,1.0.4,MIT License
for-own,"0.1.5, 1.0.0",MIT License
micromatch-braces,"3.0.2, 2.3.2, 1.8.5",MIT License
AWS Java SDK for Amazon Elastic Transcoder,1.11.892,Apache License 2.0
hsla-regex,1.0.0,MIT License
@types-source-list-map,0.1.2,MIT License
binary-extensions,"1.13.1, v2.2.0, v1.12.0",MIT License
postcss-color-mod-function,3.0.3,Creative Commons Zero v1.0 Universal
Netty-Transport-Native-KQueue,4.1.70.Final,Apache License 2.0
jmx_prometheus_javaagent,0.11.0,Apache License 2.0
original,1.0.2,MIT License
jest-get-type,22.4.3,MIT License
minimist,"0.0.10, 1.2.0, 0.0.8, 1.2.5",MIT License
pretty-error,2.1.1,MIT License
AWS Java SDK for AWS Database Migration Service,1.11.892,Apache License 2.0
@babel-plugin-transform-react-jsx,"7.0.0, 7.16.0",MIT License
form-data,2.3.3,MIT License
parse-json,"2.2.0, 4.0.0, v5.2.0",MIT License
flatten,"1.0.2, 1.0.3",MIT License
methods,1.1.2,MIT License
please-upgrade-node,3.2.0,MIT License
fsnotify-fsnotify,v1.4.7,"BSD 3-clause ""New"" or ""Revised"" License"
defined,1.0.0,MIT License
get-intrinsic,1.1.1,MIT License
node-source-map-support,"0.4.18, v0.5.19, 0.5.9",MIT License
AWS Java SDK for AWS Amplify,1.11.892,Apache License 2.0
Agrona,1.9.0,Apache License 2.0
postcss-colormin,"5.2.0, 4.0.2",MIT License
Netty-Transport-Classes-KQueue,4.1.70.Final,Apache License 2.0
AWS Java SDK for the Amazon EC2 Container Registry,1.11.892,Apache License 2.0
AWS Java SDK for AWS Lake Formation,1.11.892,Apache License 2.0
@types-yargs,15.0.14,MIT License
docker,"2.1.0, 3.7.3",Apache License 2.0
natural-compare,1.4.0,MIT License
Data Mapper for Jackson,1.9.13,GNU Lesser General Public License v2.1 or later
lodash.camelcase,4.3.0,MIT License
astral-regex,"1.0.0, 2.0.0",MIT License
d3-chord,1.0.6,"BSD 3-clause ""New"" or ""Revised"" License"
codepage,1.15.0,Apache License 2.0
npm-run-path,2.0.2,MIT License
akka-remote,2.6.14,Apache License 2.0
@types-d3-brush,1.1.5,MIT License
@babel-plugin-proposal-private-property-in-object,"7.16.0, 7.14.5, 7.15.4",MIT License
swagger-core,"1.5.20, 1.5.21",Apache License 2.0
d3-ease,1.0.7,"BSD 3-clause ""New"" or ""Revised"" License"
python pandas,"v0.23.0rc1, v0.8.0b1","BSD 3-clause ""New"" or ""Revised"" License"
onchange,7.1.0,MIT License
postcss-custom-media,"7.0.8, 7.0.7",MIT License
AWS Java SDK for AWS Mobile,1.11.892,Apache License 2.0
object.values,1.0.4,MIT License
require-main-filename,2.0.0,ISC License
unique-filename,1.1.1,ISC License
node-worker-farm,1.6.0,MIT License
d3-array,"1.2.4, v2.12.1","BSD 3-clause ""New"" or ""Revised"" License"
date-fns,1.30.1,MIT License
is-accessor-descriptor,"1.0.0, 0.1.6",MIT License
is-color-stop,1.1.0,MIT License
pylockfile,0.12.2,MIT License
@types-jasmine,"3.6.11, 3.9.0",MIT License
@types-eslint-scope,3.7.1,MIT License
set-blocking,2.0.0,ISC License
expand-range,1.8.2,MIT License
dotenv-expand,"4.2.0, 5.1.0","BSD 2-clause ""Simplified"" License"
@storybook-core-server,6.3.6,MIT License
AWS Java SDK for AWS Global Accelerator,1.11.892,Apache License 2.0
Metrics Core Library,2.2.0,Apache License 2.0
@storybook-semver,7.3.2,ISC License
@webassemblyjs-wast-printer,"1.11.0, 1.7.6, 1.11.1, 1.9.0",MIT License
@babel-template,"7.14.5, 7.15.4, 7.12.13, 7.1.2, 7.16.0",MIT License
serve-index,1.9.1,MIT License
@storybook-theming,"5.3.21, 6.3.12, 6.3.6",MIT License
@webassemblyjs-helper-code-frame,"1.7.6, 1.9.0",MIT License
@storybook-builder-webpack5,6.3.12,MIT License
@storybook-node-logger,"6.3.6, 6.3.12",MIT License
jest-validate,23.6.0,MIT License
AWS Java SDK for Amazon Forecast Query,1.11.892,Apache License 2.0
repeat-element,1.1.4,MIT License
esapi-java-legacy,2.0.1,"BSD 3-clause ""New"" or ""Revised"" License"
elliptic,"6.4.1, v6.5.4",MIT License
AWS Java SDK for AWS Config,1.11.892,Apache License 2.0
minipass-fetch,"1.4.1, 1.3.4",MIT License
html-minifier,3.5.21,MIT License
socks,2.6.1,MIT License
AWS Java SDK for AWS IoT 1-Click Projects,1.11.892,Apache License 2.0
io.grpc:grpc-context,"1.28.0, 1.13.1",Apache License 2.0
AWS Java SDK :: Services :: Amazon S3,2.15.35,Apache License 2.0
ReactiveX RxJS,"6.6.7, 7.3.0",Apache License 2.0
SparseBitSet,1.2,Apache License 2.0
prettier,"2.3.2, 1.14.3",MIT License
Allure JUnit 4,2.13.2,Apache License 2.0
arraybuffer.slice,0.0.7,MIT License
classnames,2.2.6,MIT License
dominictarr-rc,1.2.8,"(MIT License OR BSD 2-clause ""Simplified"" License OR Apache License 2.0)"
scalariform,0.2.0,MIT License
@babel-plugin-syntax-decorators,7.16.0,MIT License
readdirp,"2.2.1, 3.6.0",MIT License
wcwidth,1.0.1,MIT License
@babel-plugin-transform-react-display-name,"7.16.0, 7.0.0",MIT License
gopkg.in-v1-fsnotify,v1.4.7,"BSD 3-clause ""New"" or ""Revised"" License"
@types-d3-voronoi,1.1.9,MIT License
ujson-x-legacy,1.35.1,"BSD 3-clause ""New"" or ""Revised"" License"
backo2,1.0.2,MIT License
jest-pnp-resolver,1.0.1,MIT License
sindresorhus-globals,11.12.0,MIT License
postcss-discard-empty,"5.0.1, 5.0.2, 4.0.1",MIT License
AWS Java SDK for AWS Glue,1.11.892,Apache License 2.0
json-stable-stringify,1.0.1,MIT License
kafka-connect-avro-converter,6.0.0,Apache License 2.0
cli-truncate,"0.2.1, 2.1.0",MIT License
@types-d3-zoom,1.8.3,MIT License
import-cwd,2.1.0,MIT License
to-regex,3.0.2,MIT License
@jimp-plugin-flip,0.10.3,MIT License
is-absolute-url,"v3.0.3, 2.1.0",MIT License
AWS Java SDK for Amazon Neptune,1.11.892,Apache License 2.0
Apache Santuario (Java),1.5.7,Apache License 2.0
"Jetty: Java based HTTP-1.x, HTTP-2, Servlet, WebSocket Server",9.2.24.v20180105,(Apache License 2.0 OR Eclipse Public License 1.0)
is-what,3.14.1,MIT License
collapse-white-space,1.0.6,MIT License
mamacro,0.0.3,MIT License
scala-async,0.9.7,"BSD 3-clause ""New"" or ""Revised"" License"
pretty-format,23.6.0,MIT License
adler-32,"1.2.0, 1.3.0",Apache License 2.0
gophercloud-gophercloud,"v0.2.0, v0.1.0",Apache License 2.0
@types-babel__traverse,7.14.2,MIT License
@svgr-core,2.4.1,MIT License
node-assert-plus,1.0.0,MIT License
espree,v4.1.0,"BSD 2-clause ""Simplified"" License"
cpx-node,1.5.0,MIT License
downshift,6.1.7,MIT License
before-after-hook,v2.2.2,Apache License 2.0
es6-shim,0.35.6,MIT License
chill-java,0.9.3,Apache License 2.0
postcss-normalize-charset,"5.0.1, 4.0.1",MIT License
@angular-material-moment-adapter,12.2.12,MIT License
identity-obj-proxy,3.0.0,MIT License
psl,"1.1.29, 1.8.0",MIT License
Apache Tika,1.20,Apache License 2.0
mini-css-extract-plugin,"1.6.2, 1.5.1, 0.4.3",MIT License
Apache Commons Text,1.8,Apache License 2.0
TestNG,7.0.0,Apache License 2.0
@babel-plugin-transform-dotall-regex,"7.16.0, 7.14.5, 7.0.0",MIT License
es-array-method-boxes-properly,1.0.0,MIT License
inversify,5.1.1,MIT License
postcss-modules-scope,"3.0.0, 1.1.0",ISC License
reflections,0.9.11,Do What The F*ck You Want To Public License
cypress-autorecord,1.1.1,MIT License
mixin-object,2.0.1,MIT License
kafka-streams-avro-serde,6.0.0,Apache License 2.0
snapdragon-node,2.1.1,MIT License
Buffer,"5.2.1, v4.9.2, 6.0.3, 4.9.1, v5.7.1",MIT License
unicode-property-aliases-ecmascript,1.1.0,MIT License
"Bouncy Castle PKIX, CMS, EAC, TSP, PKCS, OCSP, CMP, and CRMF APIs",1.69,MIT License
d3-drag,1.2.5,"BSD 3-clause ""New"" or ""Revised"" License"
public-encrypt,v4.0.3,MIT License
env-paths,2.2.1,MIT License
AWS Java SDK for AWS Lambda,1.11.892,Apache License 2.0
ANSI to HTML,0.6.15,MIT License
@jimp-plugin-scale,0.10.3,MIT License
jest-message-util,23.4.0,MIT License
util-deprecate,1.0.2,MIT License
JSON 3,"3.3.3, 3.3.2",MIT License
@npmcli-fs,1.0.0,ISC License
AWS Java SDK for AWS Elemental MediaStore Data Plane,1.11.892,Apache License 2.0
array.prototype.map,1.0.4,MIT License
nodejs-string_decoder,"v1.3.0, 0.10.31, 1.1.1",MIT License
caniuse-api,3.0.0,MIT License
bonjour,3.5.0,MIT License
json-schema,0.2.3,"(BSD 3-clause ""New"" or ""Revised"" License OR Academic Free License v2.1)"
syslog-java-client,1.1.7,Apache License 2.0
AWS Java SDK for Amazon Interactive Video,1.11.892,Apache License 2.0
@affilicon-effects,12.0.0,MIT License
AWS Java SDK for AWS Resource Access Manager,1.11.892,Apache License 2.0
@hypnosphi-create-react-context,0.3.1,MIT License
jwt-core,0.5.1,Apache License 2.0
is-extglob,"1.0.0, 2.1.1",MIT License
is-regex,"1.1.4, 1.0.4, 1.1.3",MIT License
address,"1.1.2, 1.0.3",MIT License
dotenv-defaults,"1.1.1, 2.0.2",MIT License
import-local,"2.0.0, 1.0.0",MIT License
@angular-devkit-architect,"0.1202.4, 0.1201.4, 0.1200.5, 0.1202.13",MIT License
boto3,1.11.13,Apache License 2.0
Protocol Buffer Java Util Package,3.5.1,"BSD 3-clause ""New"" or ""Revised"" License"
scala-parser-combinators,"1.1.0, 1.0.6, 1.1.2","BSD 3-clause ""New"" or ""Revised"" License,Apache License 2.0"
es-to-primitive,"1.2.0, 1.2.1",MIT License
postcss-selector-parser,"5.0.0, 3.1.1, 6.0.6, 5.0.0-rc.4",MIT License
AWS Java SDK :: Utilities,2.17.30,Apache License 2.0
magic-string,0.25.7,MIT License
visionmedia-batch,0.6.1,MIT License
istanbul-reports,"3.0.2, 1.5.1","BSD 3-clause ""New"" or ""Revised"" License"
Netty-Transport-Native-Unix-Common,"4.1.67.Final, 4.1.70.Final",Apache License 2.0
AWS Java SDK for Amazon Kinesis,1.11.892,Apache License 2.0
browserify-aes,1.2.0,MIT License
snappy-java,"1.1.7.3, 1.1.1.3",Apache License 2.0
@emotion-is-prop-valid,0.8.8,MIT License
is-core-module,"2.6.0, 2.5.0",MIT License
@types-d3-ease,1.0.10,MIT License
moment-timezone,0.5.23,MIT License
golang.org-x-oauth2,"20190211-snapshot-e64efc72, 20190507-snapshot-0f29369c","BSD 3-clause ""New"" or ""Revised"" License"
co,4.6.0,MIT License
@emotion-core,10.1.1,MIT License
fast-json-stable-stringify,"2.0.0, 2.1.0",MIT License
@babel-helper-wrap-function,"7.15.4, 7.14.5, 7.16.0, 7.1.0",MIT License
mathiasbynens-he,v1.2.0,MIT License
exit-on-epipe,1.0.1,Apache License 2.0
postcss-convert-values,"5.0.1, 4.0.1",MIT License
AWS Java SDK for Amazon Elastic Block Store,1.11.892,Apache License 2.0
AWS Java SDK for Amazon Lightsail,1.11.892,Apache License 2.0
AWS Java SDK :: Arns,2.15.35,Apache License 2.0
@samverschueren-stream-to-observable,0.3.1,MIT License
LmdbJava,0.7.0,Apache License 2.0
node-pre-gyp,0.10.3,"BSD 3-clause ""New"" or ""Revised"" License"
Decamelize,"1.2.0, 2.0.0",MIT License
javax.annotation API,1.3.2,"Common Development and Distribution License 1.1,(Common Development and Distribution License 1.1 OR Sun GPL With Classpath Exception v2.0)"
domexception,1.0.1,MIT License
postcss-lab-function,2.0.1,Creative Commons Zero v1.0 Universal
ljharb-object.assign,"4.1.2, 4.1.0",MIT License
minipass-collect,1.0.2,ISC License
@types-d3-axis,1.0.16,MIT License
async-limiter,"v1.0.1, 1.0.0",MIT License
array-equal,1.0.0,MIT License
AWS Java SDK :: Core :: Protocols :: Json Utils,2.17.30,Apache License 2.0
akka-http-core,"10.2.6, 10.1.7",Apache License 2.0
software.amazon.ion:ion-java,1.0.2,Apache License 2.0
Not Yet Commons SSL,0.3.9,Apache License 2.0
GerHobbelt-xregexp,4.0.0,MIT License
uber-go-atomic,"v1.4.0, v1.6.0","Apache License 2.0,MIT License"
AWS Java SDK for AWS X-Ray,1.11.892,Apache License 2.0
cached-path-relative,1.0.2,MIT License
harthur-color,3.1.0,MIT License
npmlog,4.1.2,ISC License
@types-json5,0.0.29,MIT License
dom-walk,0.1.2,MIT License
getpass,0.1.7,MIT License
Aspect for Allure JUnit 4 listener,2.13.2,Apache License 2.0
AWS Java SDK :: Core :: Protocols :: AWS Xml Protocol,2.15.35,Apache License 2.0
data-urls,1.1.0,MIT License
postcss-focus-visible,4.0.0,Creative Commons Zero v1.0 Universal
read-pkg,5.2.0,MIT License
chill-scala,0.3.0,Apache License 2.0
exec-sh,0.2.2,MIT License
docker-pycreds,0.4.0,Apache License 2.0
AWS Java SDK :: Core :: Protocols :: Protocol Core,2.17.30,Apache License 2.0
LZ4 and xxHash,1.7.1,Apache License 2.0
mikeal-aws-sign,0.7.0,Apache License 2.0
karma-chrome-launcher,v3.1.0,MIT License
Allure Java Commons,2.13.2,Apache License 2.0
cli-width,"3.0.0, 2.2.0",ISC License
has-ansi,2.0.0,MIT License
postcss-minify-selectors,"4.0.1, 5.1.0",MIT License
AWS Java SDK for AWS Transfer for SFTP,1.11.892,Apache License 2.0
socks-proxy-agent,5.0.1,MIT License
source-map-loader,3.0.0,MIT License
json4s-ast,"3.5.2, 3.6.2",Apache License 2.0
AWS Java SDK for Amazon CloudWatch,1.11.892,Apache License 2.0
AWS Java SDK for Amazon WorkSpaces,1.11.892,Apache License 2.0
org.junit.platform:junit-platform-engine,1.4.2,Eclipse Public License 2.0
is-typedarray,1.0.0,MIT License
doctrine,"v2.1.0, v3.0.0, 0.7.2, v1.5.0","(BSD 2-clause ""Simplified"" License AND Apache License 2.0),Apache License 2.0,BSD 3-clause ""New"" or ""Revised"" License,MIT License"
babel-helpers,v6.24.1,MIT License
Istio,1.5.0-beta.1,Apache License 2.0
@octokit-plugin-paginate-rest,2.17.0,MIT License
AWS Java SDK for AWS IoT Events Data,1.11.892,Apache License 2.0
@emotion-cache,10.0.29,MIT License
OkIO,"2.8.0, 1.12.0",Apache License 2.0
expressjs-accepts,"1.3.7, 1.3.5",MIT License
create-react-context,0.3.0,MIT License
regex-parser,2.2.11,MIT License
path-to-regexp,0.1.7,MIT License
AWS Java SDK for AWS CodePipeline,1.11.892,Apache License 2.0
@types-webpack,4.41.31,MIT License
@nodelib-fs.scandir,2.1.5,MIT License
client-go,"v0.17.3-beta.0, v0.17.4, v0.17.2",Apache License 2.0
regexp.prototype.flags,1.3.1,MIT License
@types-minimist,1.2.2,MIT License
@jimp-bmp,0.10.3,MIT License
rancher-submariner,v0.0.2,Apache License 2.0
@webassemblyjs-wast-parser,"1.9.0, 1.7.6",MIT License
@types-eslint,"7.28.2, 7.28.0",MIT License
ansi-html-community,0.0.8,Apache License 2.0
karma-jasmine-html-reporter,1.7.0,MIT License
H2 Database Engine,version-1.4.200,Eclipse Public License 1.0
AWS Java SDK for Amazon QLDB Session,1.11.892,Apache License 2.0
emoji-regex,"v8.0.0, 6.5.1, 7.0.3",MIT License
err-code,2.0.3,MIT License
character-reference-invalid,1.1.4,MIT License
has-values,"1.0.0, 0.1.4",MIT License
confusing-browser-globals,1.0.5,MIT License
balanced-match,"1.0.0, 2.0.0, 1.0.2",MIT License
ng-inline-svg,v8.6.3,MIT License
d3-fetch,1.2.0,"BSD 3-clause ""New"" or ""Revised"" License"
akka-pki,2.6.14,Apache License 2.0
domain-browser,"1.2.0, 4.22.0",MIT License
detect-libc,1.0.3,Apache License 2.0
hsl-regex,1.0.0,MIT License
math-random,1.0.1,MIT License
mdn-data,"1.1.4, 2.0.14","Mozilla Public License 2.0,Creative Commons Zero v1.0 Universal"
Apache Avro,"1.9.2, 1.8.2",Apache License 2.0
python-jsonschema,3.2.0,MIT License
@types-color-convert,2.0.0,MIT License
kafka-connect-pulsar,1.2.0,Apache License 2.0
bytes,"3.1.0, 3.0.0",MIT License
async-each,"1.0.1, 1.0.3",MIT License
org.jetbrains.kotlin:kotlin-stdlib-jdk7,1.4.10,Apache License 2.0
https-browserify,1.0.0,MIT License
@angular-eslint-template-parser,12.6.1,MIT License
@babel-plugin-transform-spread,"7.16.0, 7.0.0, 7.14.6",MIT License
AWS Java SDK for AWS Direct Connect,1.11.892,Apache License 2.0
Play-Json,2.4.0-M1,Apache License 2.0
Apache Lucene,7.6.0,Apache License 2.0
minimatch,3.0.4,ISC License
Prometheus Java Simpleclient Common,0.11.0,Apache License 2.0
AWS Java SDK for Amazon Kinesis Video Streams Media,1.11.892,Apache License 2.0
AWS Java SDK for Amazon Timestream Write,1.11.892,Apache License 2.0
io.grpc:grpc-testing,1.13.1,Apache License 2.0
eslint-plugin-jsx-a11y,6.1.2,MIT License
eslint-utils,1.3.1,MIT License
array-union,"v2.1.0, 1.0.2",MIT License
istanbul-lib-report,"1.1.5, 3.0.0","BSD 3-clause ""New"" or ""Revised"" License"
AWS Java SDK for AWS Savings Plans,1.11.892,Apache License 2.0
cssauron,1.4.0,MIT License
loglevel,"1.7.1, 1.6.1",MIT License
AWS Java SDK for AWS Resource Groups Tagging API,1.11.892,Apache License 2.0
@jest-test-sequencer,25.5.4,MIT License
available-typed-arrays,1.0.5,MIT License
JCommander Library,1.72,Apache License 2.0
can-use-dom,0.1.0,MIT License
resolve-url-loader,4.0.0,MIT License
css-has-pseudo,0.10.0,Creative Commons Zero v1.0 Universal
@npmcli-move-file,1.1.2,MIT License
shebang-regex,"1.0.0, 3.0.0",MIT License
set-value,4.1.0,MIT License
object.omit,2.0.1,MIT License
@types-d3-time,1.1.1,MIT License
extend-shallow,"2.0.1, 3.0.2",MIT License
posix-character-classes,0.1.1,MIT License
lazy-cache,"0.2.7, 1.0.4",MIT License
@cypress-browserify-preprocessor,2.2.1,MIT License
postcss-svgo,"5.0.2, 4.0.1",MIT License
postcss-color-functional-notation,2.0.1,Creative Commons Zero v1.0 Universal
encoding,v0.1.13,MIT License
@types-cors,2.8.12,MIT License
postcss-nesting,"7.0.0, 7.0.1",Creative Commons Zero v1.0 Universal
@babel-plugin-proposal-logical-assignment-operators,"7.16.0, 7.14.5",MIT License
d3-path,1.0.9,"BSD 3-clause ""New"" or ""Revised"" License"
Java Libraries for Amazon Simple WorkFlow,1.11.22,Apache License 2.0
golang-github-magiconair-properties,1.8.0,"BSD 2-clause ""Simplified"" License"
memory-fs,0.4.1,MIT License
is-obj,1.0.1,MIT License
component-inherit,0.0.3,MIT License
@angular-eslint-eslint-plugin-template,12.6.1,MIT License
@types-html-minifier-terser,"6.0.0, 5.1.2",MIT License
raw-loader,4.0.2,MIT License
invert-kv,"2.0.0, 1.0.0",MIT License
